gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.63,297.65,1
Male,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.54,345.57,1
Male,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),107.08,2063.29,0
Female,1,Yes,No,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.24,1083.45,0
Female,0,No,No,14,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.95,1144.22,0
Male,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,141.59,3781.61,0
Male,0,Yes,No,28,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.56,823.28,0
Male,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,113.39,808.71,1
Male,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.03,434.79,1
Female,1,No,No,19,Yes,Yes,DSL,,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),147.25,2554.7,0
Female,1,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,136.08,1448.3,1
Female,0,No,No,7,No,No phone service,Fiber optic,,Yes,No,Yes,No,No,One year,Yes,Electronic check,58.29,397.57,1
Male,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),121.15,1546.49,1
Female,0,No,Yes,26,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,131.88,3259.16,1
Male,1,Yes,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),146.09,3419.29,0
Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,144.71,269.68,1
Female,0,No,No,1,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,42.34,42.07,1
Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.98,250.39,1
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,122.52,338.32,1
Male,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),116.94,1252.24,1
Female,0,Yes,No,15,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,151.82,2289.61,1
Female,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.58,1585.91,0
Female,0,Yes,No,18,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.49,492.14,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.78,30.74,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Electronic check,107.81,113.69,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,125.06,354.92,1
Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),121.08,2803.81,1
Female,0,Yes,No,24,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.36,756.51,0
Female,0,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,27.84,304.19,1
Male,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.87,378.98,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.78,115.9,1
Female,0,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,135.28,3951.72,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,63.73,68.28,1
Male,1,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),168.56,4789.72,0
Female,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,122.89,1680.67,1
Female,0,No,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,36.83,218.43,1
Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,100.85,2523.48,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,143.12,137.99,1
Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.52,63.78,1
Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,133.54,420.32,1
Female,0,No,No,23,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,144.2,3117.84,1
Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,43.79,47.01,1
Male,0,No,No,14,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,71.34,1041.69,1
Female,0,No,No,2,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,65.25,132.14,1
Male,1,No,No,28,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),63.87,1778.18,0
Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),116.94,825.66,1
Female,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),116.0,324.28,1
Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,127.53,239.95,1
Female,0,No,No,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,1411.51,1
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,63.0,175.91,1
Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,70.83,421.04,1
Female,0,No,No,27,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.42,772.0,0
Female,0,Yes,Yes,18,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.93,470.53,0
Female,0,Yes,Yes,16,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),123.03,2085.33,1
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,124.26,119.14,1
Female,0,Yes,Yes,20,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,146.81,3178.05,1
Female,0,Yes,Yes,6,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,133.18,873.8,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,65.83,61.69,0
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,201.46,1
Male,1,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),144.71,2084.39,1
Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.28,57.67,1
Female,0,No,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.98,496.31,1
Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,161.1,3518.21,1
Female,0,Yes,No,28,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.13,796.84,1
Male,0,Yes,Yes,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.76,972.78,0
Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),55.82,156.1,1
Male,1,Yes,No,24,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,124.05,3067.42,1
Female,0,Yes,No,12,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.13,325.81,0
Male,1,Yes,No,28,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,67.21,1915.85,0
Female,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.38,29.97,1
Male,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,100.99,3101.64,1
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),164.72,2450.81,1
Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,80.76,1764.14,0
Female,1,No,No,18,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,137.82,2570.29,0
Female,1,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,167.62,3446.48,0
Female,0,No,No,1,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),48.79,53.42,1
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.72,606.07,1
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),64.6,66.63,1
Male,0,No,No,4,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.51,124.11,1
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,116.72,254.57,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,125.06,405.78,1
Male,1,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,128.98,1347.66,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,115.78,486.2,1
Male,0,No,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.23,28.09,0
Male,0,No,No,24,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.78,635.85,0
Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,44.01,401.71,1
Male,0,Yes,Yes,24,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.94,649.34,1
Female,1,No,No,26,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,156.74,4060.86,1
Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,70.98,66.87,1
Male,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,137.53,399.88,1
Male,1,Yes,No,27,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),60.83,1733.01,0
Male,1,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.07,1989.83,1
Male,0,No,Yes,3,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,36.98,101.45,1
Female,0,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,124.34,3505.36,1
Male,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),101.79,438.31,1
Male,0,No,Yes,6,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.96,197.74,1
Male,0,Yes,No,16,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,36.4,620.2,0
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.94,58.18,1
Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.78,388.58,1
Male,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.87,458.11,1
Female,0,No,Yes,5,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,124.7,586.2,1
Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,144.2,1797.26,1
Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),112.74,2639.73,1
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,132.1,599.89,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,144.49,448.24,1
Female,0,Yes,No,23,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),88.52,2219.83,1
Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.84,849.67,1
Female,0,Yes,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,123.68,2402.66,1
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,107.74,548.91,1
Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.82,576.05,1
Female,0,Yes,Yes,3,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),28.28,86.76,1
Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,64.74,186.41,1
Female,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),72.86,1267.23,0
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,104.18,2383.52,1
Male,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.44,331.96,1
Female,1,Yes,No,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,140.07,4144.27,0
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.29,29.95,1
Male,0,No,No,16,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,129.34,2062.98,1
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,145.72,451.22,1
Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,78.74,875.32,1
Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,131.37,3348.28,1
Female,0,Yes,No,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),35.6,1053.38,0
Male,0,No,Yes,21,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.64,599.14,0
Female,0,Yes,Yes,28,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,116.29,2957.05,1
Male,0,Yes,Yes,23,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.35,608.23,1
Female,0,Yes,Yes,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),152.39,4064.01,1
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,133.18,139.17,1
Male,0,No,No,16,Yes,No,DSL,,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),129.92,2117.5,1
Male,0,No,No,14,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.29,422.39,0
Male,0,Yes,No,17,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,78.74,1333.03,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.92,103.26,1
Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),150.87,1311.4,1
Female,0,No,No,18,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,146.6,2623.06,1
Female,1,No,No,7,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.51,216.66,1
Male,0,No,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,143.55,3084.51,1
Female,0,Yes,Yes,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),28.93,28.55,1
Female,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),102.08,1205.92,1
Male,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.79,379.61,1
Male,0,No,Yes,9,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),51.84,421.85,1
Female,0,No,No,20,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,72.14,1487.03,0
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,135.65,262.2,1
Female,0,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,118.97,2279.63,1
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,108.68,434.14,1
Female,0,No,No,27,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,116.94,2893.12,1
Male,0,No,No,2,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,62.71,122.99,1
Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.69,1882.37,1
Male,0,Yes,Yes,16,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.01,472.32,0
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),137.97,129.79,1
Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.49,554.27,1
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),107.3,100.31,1
Female,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,88.88,2135.56,0
Male,0,No,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,153.48,3168.87,1
Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,115.86,1982.13,1
Male,1,Yes,No,24,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,36.25,892.41,0
Female,0,No,No,24,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,77.72,1953.08,1
Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,137.61,144.98,1
Male,0,No,No,3,No,No phone service,Fiber optic,,Yes,Yes,No,No,No,One year,No,Electronic check,57.35,172.22,1
Female,0,Yes,No,5,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.58,149.18,1
Female,0,No,No,27,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,65.18,1764.79,0
Female,0,No,No,4,Yes,Yes,Fiber optic,,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,145.22,591.11,1
Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,122.45,443.7,1
Female,0,Yes,Yes,22,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,128.9,2776.54,1
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,146.09,745.96,1
Female,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,171.97,4733.94,1
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),131.66,3902.48,0
Male,0,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.58,365.96,0
Male,0,No,No,15,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,154.28,2541.98,1
Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.76,1699.91,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.78,107.66,1
Male,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,137.32,268.26,1
Female,1,No,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,130.86,2209.41,1
Female,1,No,No,1,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,Yes,Mailed check,101.72,108.56,1
Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,131.59,124.64,1
Female,1,Yes,No,28,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,35.24,1041.19,1
Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.57,199.29,1
Male,0,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,167.98,3770.84,1
Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,146.23,450.32,1
Male,0,Yes,Yes,28,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,102.73,2803.29,1
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,148.26,743.17,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.51,29.0,1
Male,0,Yes,No,16,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,117.16,1713.02,1
Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),130.57,1031.43,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,72.35,66.52,1
Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,29.58,29.02,1
Male,0,No,No,2,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.77,56.57,1
Male,0,Yes,No,17,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,124.84,2155.99,1
Male,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,73.95,839.91,0
Female,0,No,No,3,Yes,No,Fiber optic,,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),100.12,276.05,1
Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.42,234.28,1
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,131.01,126.09,1
Male,1,Yes,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),122.74,3247.07,1
Female,0,No,No,8,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,28.28,242.44,1
Male,0,Yes,No,24,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),55.97,1211.38,0
Male,0,Yes,Yes,26,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.78,761.51,1
